 56789  0.1016  0.4449 -0.28360
 56790  0.1035  0.4449 -0.28482
 56791  0.1053  0.4449 -0.28602
 56792  0.1072  0.4449 -0.28722
 56793  0.1090  0.4448 -0.28840
 56794  0.1109  0.4448 -0.28956
 56795  0.1127  0.4446 -0.29071
 56796  0.1146  0.4445 -0.29185
 56797  0.1165  0.4443 -0.29298
 56798  0.1183  0.4441 -0.29408
 56799  0.1202  0.4439 -0.29518
 56800  0.1220  0.4436 -0.29626
 56801  0.1238  0.4434 -0.29732
 56802  0.1257  0.4431 -0.29837
 56803  0.1275  0.4427 -0.29940
 56804  0.1294  0.4423 -0.30042
 56805  0.1312  0.4419 -0.30142
 56806  0.1330  0.4415 -0.30240
 56807  0.1348  0.4411 -0.30337
 56808  0.1366  0.4406 -0.30432
 56809  0.1384  0.4401 -0.30525
 56810  0.1402  0.4395 -0.30617
 56811  0.1420  0.4390 -0.30707
 56812  0.1438  0.4384 -0.30796
 56813  0.1456  0.4378 -0.30883
 56814  0.1473  0.4371 -0.30968
 56815  0.1491  0.4364 -0.31051
 56816  0.1508  0.4357 -0.31133
 56817  0.1526  0.4350 -0.31213
 56818  0.1543  0.4342 -0.31291
 56819  0.1560  0.4335 -0.31368
 56820  0.1577  0.4326 -0.31443
 56821  0.1593  0.4318 -0.31517
 56822  0.1610  0.4310 -0.31589
 56823  0.1626  0.4301 -0.31659
 56824  0.1643  0.4291 -0.31728
 56825  0.1659  0.4282 -0.31795
 56826  0.1675  0.4272 -0.31860
 56827  0.1691  0.4263 -0.31924
 56828  0.1707  0.4252 -0.31986
 56829  0.1722  0.4242 -0.32047
 56830  0.1737  0.4231 -0.32106
 56831  0.1752  0.4221 -0.32164
 56832  0.1767  0.4209 -0.32220
 56833  0.1782  0.4198 -0.32275
 56834  0.1797  0.4186 -0.32328
 56835  0.1811  0.4175 -0.32380
 56836  0.1825  0.4163 -0.32431
 56837  0.1839  0.4150 -0.32480
 56838  0.1853  0.4138 -0.32528
 56839  0.1866  0.4125 -0.32575
 56840  0.1879  0.4112 -0.32621
 56841  0.1892  0.4099 -0.32665
 56842  0.1905  0.4086 -0.32708
 56843  0.1918  0.4072 -0.32750
 56844  0.1930  0.4059 -0.32791
 56845  0.1942  0.4045 -0.32831
 56846  0.1954  0.4031 -0.32870
 56847  0.1966  0.4016 -0.32908
 56848  0.1977  0.4002 -0.32945
 56849  0.1988  0.3987 -0.32982
 56850  0.1999  0.3972 -0.33017
 56851  0.2009  0.3957 -0.33051
 56852  0.2019  0.3942 -0.33085
 56853  0.2029  0.3927 -0.33118
 56854  0.2039  0.3911 -0.33151
 56855  0.2048  0.3895 -0.33182
 56856  0.2057  0.3880 -0.33214
 56857  0.2066  0.3864 -0.33244
 56858  0.2075  0.3848 -0.33275
 56859  0.2083  0.3831 -0.33305
 56860  0.2091  0.3815 -0.33334
 56861  0.2098  0.3798 -0.33363
 56862  0.2106  0.3782 -0.33392
 56863  0.2113  0.3765 -0.33421
 56864  0.2119  0.3748 -0.33449
 56865  0.2126  0.3731 -0.33477
 56866  0.2132  0.3714 -0.33506
 56867  0.2137  0.3697 -0.33534
 56868  0.2143  0.3679 -0.33562
 56869  0.2148  0.3662 -0.33591
 56870  0.2153  0.3644 -0.33619
 56871  0.2157  0.3627 -0.33648
 56872  0.2161  0.3609 -0.33677
 56873  0.2165  0.3591 -0.33706
 56874  0.2169  0.3574 -0.33735
 56875  0.2172  0.3556 -0.33765
 56876  0.2174  0.3538 -0.33795
 56877  0.2177  0.3520 -0.33826
 56878  0.2179  0.3502 -0.33857
 56879  0.2181  0.3484 -0.33889
 56880  0.2182  0.3466 -0.33922
 56881  0.2183  0.3448 -0.33955
 56882  0.2184  0.3429 -0.33989
 56883  0.2185  0.3411 -0.34023
 56884  0.2185  0.3393 -0.34059
 56885  0.2184  0.3375 -0.34095
 56886  0.2184  0.3357 -0.34132
 56887  0.2183  0.3338 -0.34170
 56888  0.2181  0.3320 -0.34209
 56889  0.2180  0.3302 -0.34249
 56890  0.2178  0.3284 -0.34290
 56891  0.2176  0.3266 -0.34332
 56892  0.2173  0.3247 -0.34375
 56893  0.2170  0.3229 -0.34419
 56894  0.2166  0.3211 -0.34465
 56895  0.2163  0.3193 -0.34512
 56896  0.2159  0.3175 -0.34560
 56897  0.2154  0.3157 -0.34609
 56898  0.2150  0.3139 -0.34659
 56899  0.2145  0.3121 -0.34711
 56900  0.2139  0.3104 -0.34764
 56901  0.2133  0.3086 -0.34819
 56902  0.2127  0.3068 -0.34875
 56903  0.2121  0.3051 -0.34932
 56904  0.2114  0.3033 -0.34991
 56905  0.2107  0.3016 -0.35052
 56906  0.2100  0.2999 -0.35114
 56907  0.2092  0.2982 -0.35177
 56908  0.2084  0.2965 -0.35242
 56909  0.2075  0.2948 -0.35308
 56910  0.2067  0.2931 -0.35376
 56911  0.2057  0.2914 -0.35446
 56912  0.2048  0.2898 -0.35517
 56913  0.2038  0.2881 -0.35590
 56914  0.2028  0.2865 -0.35664
 56915  0.2018  0.2849 -0.35740
 56916  0.2007  0.2833 -0.35818
 56917  0.1996  0.2817 -0.35897
 56918  0.1985  0.2801 -0.35978
 56919  0.1974  0.2786 -0.36060
 56920  0.1962  0.2770 -0.36144
 56921  0.1949  0.2755 -0.36230
 56922  0.1937  0.2740 -0.36317
 56923  0.1924  0.2725 -0.36406
 56924  0.1911  0.2711 -0.36496
 56925  0.1898  0.2696 -0.36588
 56926  0.1884  0.2682 -0.36681
 56927  0.1870  0.2668 -0.36777
 56928  0.1856  0.2654 -0.36873
 56929  0.1842  0.2640 -0.36971
 56930  0.1827  0.2627 -0.37071
 56931  0.1812  0.2614 -0.37172
 56932  0.1797  0.2601 -0.37275
 56933  0.1781  0.2588 -0.37379
 56934  0.1766  0.2575 -0.37485
 56935  0.1750  0.2563 -0.37592
 56936  0.1733  0.2551 -0.37700
 56937  0.1717  0.2539 -0.37810
 56938  0.1700  0.2527 -0.37922
 56939  0.1683  0.2516 -0.38034
 56940  0.1666  0.2505 -0.38148
 56941  0.1649  0.2494 -0.38263
 56942  0.1631  0.2484 -0.38380
 56943  0.1613  0.2473 -0.38497
 56944  0.1595  0.2463 -0.38616
 56945  0.1577  0.2453 -0.38736
 56946  0.1558  0.2444 -0.38858
 56947  0.1540  0.2435 -0.38980
 56948  0.1521  0.2426 -0.39103
 56949  0.1502  0.2417 -0.39228
 56950  0.1483  0.2409 -0.39353
 56951  0.1464  0.2400 -0.39480
 56952  0.1444  0.2393 -0.39607
 56953  0.1424  0.2385 -0.39736
 56954  0.1404  0.2378 -0.39865
 56955  0.1385  0.2371 -0.39995
 56956  0.1364  0.2364 -0.40126
 56957  0.1344  0.2358 -0.40257
 56958  0.1324  0.2352 -0.40389
 56959  0.1303  0.2346 -0.40522
 56960  0.1282  0.2341 -0.40656
 56961  0.1262  0.2336 -0.40790
 56962  0.1241  0.2331 -0.40925
 56963  0.1220  0.2326 -0.41061
 56964  0.1199  0.2322 -0.41197
 56965  0.1178  0.2318 -0.41333
 56966  0.1156  0.2315 -0.41470
 56967  0.1135  0.2312 -0.41607
 56968  0.1113  0.2309 -0.41745
 56969  0.1092  0.2306 -0.41883
 56970  0.1070  0.2304 -0.42021
 56971  0.1049  0.2302 -0.42159
 56972  0.1027  0.2300 -0.42298
 56973  0.1005  0.2299 -0.42437
 56974  0.0983  0.2298 -0.42576
 56975  0.0962  0.2298 -0.42715
 56976  0.0940  0.2297 -0.42854
 56977  0.0918  0.2297 -0.42993
 56978  0.0896  0.2298 -0.43133
 56979  0.0874  0.2299 -0.43272
 56980  0.0852  0.2300 -0.43411
 56981  0.0830  0.2301 -0.43550
 56982  0.0808  0.2303 -0.43689
 56983  0.0787  0.2305 -0.43828
 56984  0.0765  0.2307 -0.43967
 56985  0.0743  0.2310 -0.44105
 56986  0.0721  0.2313 -0.44243
 56987  0.0699  0.2317 -0.44381
 56988  0.0678  0.2320 -0.44519
 56989  0.0656  0.2324 -0.44656
 56990  0.0634  0.2329 -0.44794
